doc_name,thread_name,thread_url,dominant_topic,topic_gamma,engine_spec,prod_year,engine_group,mileage_miles,mileage_confidence,technical_bucket,chronic_score,n_messages,gamma_vector
doc_06554,Driving modes question.,https://www.golfgtiforum.co.uk/index.php?topic=289115.0,11,0.11011534839546544,unknown,,unknown,,none,high,3,23,"[0.02465148152015647, 0.012763532093768279, 0.013235603765515412, 0.012841175100561491, 0.011815891228866487, 0.035223398536665805, 0.018487394439736227, 0.019564013688435317, 0.04184906859187689, 0.024897767847502077, 0.11011534839546544, 0.030159570180118136, 0.01853854561911942, 0.03793031146282538, 0.022723696498730694, 0.01827768082030625, 0.012502070802667724, 0.022505842698924857, 0.011880559598162008, 0.02170729503273786, 0.017920979790306775, 0.07232634575176655, 0.024286449867597006, 0.04064703883414389, 0.012918954095176897, 0.014782033291063977, 0.025595123397482798]"
doc_06555,headlight wash frequency.,https://www.golfgtiforum.co.uk/index.php?topic=289205.0,18,1.0,unknown,,unknown,,none,high,1,3,"[4.973069432512071e-308, 3.6374703679422503e-308, 6.515565975644107e-308, 5.423182610645718e-308, 3.5709945066186485e-308, 4.408778578668749e-308, 6.372546333008449e-308, 4.960914392534927e-308, 3.6074197105292347e-308, 4.794673682026981e-308, 4.052192429152392e-308, 3.6186401637365793e-308, 4.4466818308972833e-308, 6.979326675587017e-308, 6.502417630494415e-308, 6.930340454160238e-308, 3.329919096746867e-308, 1.0, 3.272614333498328e-308, 3.346172356643709e-308, 7.692905125219885e-308, 4.111921361471948e-308, 4.0482222234562845e-308, 3.451521134332359e-308, 5.47697414144894e-308, 4.737034175528953e-308, 7.439710795395171e-308]"
doc_06558,4 years ago today…..,https://www.golfgtiforum.co.uk/index.php?topic=289220.0,8,0.029139584337785126,2.0_TSI,2020,unknown,18200.0,high,medium,1,8,"[0.032102637688496125, 0.002615338914550724, 0.0040196600790587565, 0.00569016241974703, 0.0035648601921967884, 0.0072689999341719125, 0.004300371444402621, 0.029139584337785126, 0.007428557398085033, 0.01934410558545867, 0.006880022890993685, 0.0035680931353339234, 0.003744282579387095, 0.007862487499870497, 0.004856958533469056, 0.005376905433693403, 0.003982462519691977, 0.011220853086612083, 0.003568210057395821, 0.008426448009355256, 0.01186492366259146, 0.0055464283209210015, 0.01645755531490473, 0.00477094177681862, 0.00488643684262825, 0.0046550869342776025, 0.006504940972659108]"
doc_06559,Winter Wheel / Tyre Combination - Thoughts?,https://www.golfgtiforum.co.uk/index.php?topic=289197.0,19,0.1492932376832591,2.0_TSI,2014,MK8,30000.0,high,high,2,14,"[0.013574613984862286, 0.01242371804215346, 0.010132795506486561, 0.01127048055249862, 0.03249106147317534, 0.012508801728717675, 0.010036986030317373, 0.0135158663633353, 0.011788026954410093, 0.015294235055377414, 0.010804826975449683, 0.009357102478374816, 0.008911956136871683, 0.011908521798103103, 0.010692434838047308, 0.011675767100362017, 0.11643820293798367, 0.01615781178071283, 0.1492932376832591, 0.010950281887573696, 0.013825758690697347, 0.010165588808895452, 0.012932435465685536, 0.009678363539097661, 0.010304949047098333, 0.06605446083412092, 0.011474249611135313]"
doc_06560,2013 Mk7 Golf GTi Reliability,https://www.golfgtiforum.co.uk/index.php?topic=289210.0,1,1.0,2.0_TSI,2013,MK7,60000.0,high,high,3,17,"[1.0, 2.0310782058220844e-308, 2.603132650455932e-308, 3.3455145236366774e-308, 2.3419437461983727e-308, 5.058865588001313e-308, 2.7776750344730707e-308, 1.4055898161188427e-307, 5.006416665868864e-308, 1.4280157648644873e-307, 4.658160291156189e-308, 2.7720692441287103e-308, 3.0297173714088587e-308, 5.290015309538496e-308, 3.198711167415661e-308, 3.545289551106395e-308, 2.6149419716936375e-308, 5.865075697987117e-308, 2.3641399469660636e-308, 6.045675781754817e-308, 6.213697247493659e-308, 3.6779016023581515e-308, 1.1733270596126746e-307, 3.1587526223352513e-308, 2.943768958498758e-308, 2.9895871705273716e-308, 4.350197455597683e-308]"
doc_06562,Saying Farewell To My Gti,https://www.golfgtiforum.co.uk/index.php?topic=289232.0,10,1.0,2.0_TSI,,MK8,,none,medium,1,7,"[2.069433708717929e-307, 2.2049902686780027e-308, 2.4793220021953087e-308, 3.0788945293778025e-308, 2.848892180737077e-308, 6.574732714437437e-308, 2.790963588436391e-308, 1.0582175565284295e-307, 6.138276833712201e-308, 1.0, 4.969511634240924e-308, 2.7414923641923387e-308, 2.743320575624496e-308, 5.334799683895297e-308, 3.2776117423603007e-308, 3.603771506184502e-308, 3.392202738932778e-308, 6.659521800061502e-308, 2.9650198912400046e-308, 6.013856113510552e-308, 5.652469924685659e-308, 3.8747096712056984e-308, 1.2114932606989703e-307, 3.37722334174452e-308, 2.746652436913459e-308, 3.838525551831548e-308, 4.3283840119499674e-308]"
doc_06563,Sad day….,https://www.golfgtiforum.co.uk/index.php?topic=289163.0,8,0.17040538340801573,2.0_TSI,2013,MK7.5,21000.0,high,high,3,22,"[0.0783278805327568, 0.008874922123231835, 0.011829613798892646, 0.01660957034051209, 0.011528697097207306, 0.020639251365557075, 0.012244806887897253, 0.17040538340801573, 0.022925880782866434, 0.07008982063255546, 0.020271080353185884, 0.011452200643227207, 0.011683598444027589, 0.021637374040620348, 0.013902412499122843, 0.015368428480762829, 0.013404826597426858, 0.029080644761797815, 0.011933726731413154, 0.03197458183463932, 0.03626483247291603, 0.01598818571694772, 0.07668245482559596, 0.014007068336748108, 0.01426464013810887, 0.015088269921162214, 0.018206825471452904]"
doc_06564,VAG dealer to service Golf GTi (electronic history),https://www.golfgtiforum.co.uk/index.php?topic=289243.0,4,0.5161589394118125,2.0_TSI,,unknown,,none,medium,0,2,"[0.012930001507394425, 0.008222918253218381, 0.020730429349272918, 0.5161589394118125, 0.009448407641093335, 0.00955634226948216, 0.011540949777067813, 0.01572630700850722, 0.00922774625933179, 0.01170226935184927, 0.009658507156849638, 0.008635854170155942, 0.00933065725838824, 0.01228176451233661, 0.010937301900204798, 0.011053287586494726, 0.009056357676214492, 0.01758798254756716, 0.008662881703520413, 0.010841668049612141, 0.02983399016678893, 0.009645895145166485, 0.01175104837166359, 0.008512147408742121, 0.056291847596673515, 0.010759007325605845, 0.011457877047582474]"
doc_06565,MK7 starting issues,https://www.golfgtiforum.co.uk/index.php?topic=289239.0,7,0.42099672280290196,2.0_TSI,2015,MK7,46000.0,high,high,3,7,"[0.00865963276078949, 0.008366896084746448, 0.01734283785527264, 0.010073597111473157, 0.006738352445662955, 0.008410267348325652, 0.42099672280290196, 0.008617987214043195, 0.008080601180332886, 0.008145431930427875, 0.01097760864022329, 0.01768700893865254, 0.015258657194848327, 0.0184940534072462, 0.04800468701998655, 0.016605622002071413, 0.006553830443189355, 0.01609141521781533, 0.006711537667218912, 0.0074077551224169275, 0.011713713801981614, 0.012279035854853902, 0.007937557856290571, 0.00994039406129005, 0.01217319536330678, 0.008469659501832238, 0.02048435362440844]"
doc_06567,Coolant level warning but level OK,https://www.golfgtiforum.co.uk/index.php?topic=289247.0,3,1.0,2.0_TSI,,unknown,,none,high,0,3,"[2.467455687864524e-308, 2.573386993282247e-308, 1.0, 5.049491102941382e-308, 2.216838357550953e-308, 2.240909409926613e-308, 4.936244268074972e-308, 2.583974181425654e-308, 2.060259993628467e-308, 2.288296953497675e-308, 2.3808796033935394e-308, 2.6873969654504457e-308, 2.934270958161093e-308, 3.247798933903533e-308, 3.8852755106325713e-308, 3.161231839550212e-308, 1.9910679046484364e-308, 4.96508121923503e-308, 1.9931070905034216e-308, 2.0890575579957617e-308, 3.998889850978609e-308, 2.569546414407674e-308, 2.2192234373272973e-308, 2.240388633928916e-308, 8.920264933122891e-308, 2.485098268178264e-308, 3.292643538633682e-308]"
doc_06569,Golf R MK7 Timing Chain Change?,https://www.golfgtiforum.co.uk/index.php?topic=289260.0,4,0.04577880398429072,2.0_TSI,2017,MK7.5,29000.0,high,medium,0,3,"[0.00921929140061716, 0.004345648159490969, 0.01088063433318041, 0.04577880398429072, 0.00535428156231084, 0.006386333202377174, 0.007010767936121401, 0.011346156751838027, 0.006099854657861089, 0.00805307989010438, 0.006328763815957822, 0.004829182719741958, 0.005282099964340438, 0.008129103353159558, 0.006772899264640468, 0.006950063104312466, 0.00519883425085763, 0.012112482769604452, 0.004899547535200714, 0.007237183150546316, 0.022482193387385274, 0.0062005727099831535, 0.008076130911003785, 0.0054294976484667344, 0.022277375842745382, 0.006195045816104944, 0.007369648616289424]"
doc_06570,Water build up on rear sills,https://www.golfgtiforum.co.uk/index.php?topic=289256.0,3,0.01833283206984307,unknown,2017,MK7,,none,high,2,3,"[0.0073757476917615215, 0.009409705916182499, 0.01833283206984307, 0.010550184197329254, 0.007334322560885561, 0.006919907761072758, 0.011041049457783165, 0.007435067896114108, 0.005703458817953302, 0.007082962322050104, 0.006333910868888341, 0.00708255943751931, 0.008606385916425333, 0.00949246286280376, 0.010096926184201768, 0.009906047916187032, 0.006359932695299731, 0.03122744415879092, 0.006319687411455183, 0.005415542579967993, 0.01128021454092078, 0.006580140085168501, 0.006238070167639753, 0.005697783884285859, 0.011700730171947147, 0.008534049557091286, 0.010096379742116572]"
doc_06573,Hot Hatch World Cup,https://www.golfgtiforum.co.uk/index.php?topic=289218.0,1,0.18102460110800192,2.0_TSI,,unknown,24000.0,high,high,2,12,"[0.18102460110800192, 0.01020049669405978, 0.012473832356417589, 0.0163425478578312, 0.0128093717646237, 0.027407405337393928, 0.013551753844609996, 0.06787060362710143, 0.03163793091143027, 0.08334152471345066, 0.02522640906458144, 0.013505364754484755, 0.013761406578202776, 0.02360640342308191, 0.015543636969794316, 0.01679700845606691, 0.014813033387686074, 0.025725347742528725, 0.013187826967013996, 0.04126587065933042, 0.029979260670978173, 0.01938470741297736, 0.09085078375794338, 0.01732169710448657, 0.014587629813211428, 0.015828934726451124, 0.019936047626735228]"
doc_06575,Is this engine sound normal for a Golf Mk7 TSI direct injection motor?,https://www.golfgtiforum.co.uk/index.php?topic=289274.0,6,0.1692074041259319,TSI_unknown,2016,MK8,50000.0,high,medium,0,3,"[0.032099264729216266, 0.013447280355564977, 0.012493913950530417, 0.01342161054931483, 0.013586992724995408, 0.1692074041259319, 0.013867452363836701, 0.022623313389514507, 0.034610213169587664, 0.035643310375488436, 0.026757057702565187, 0.016163122863276928, 0.01467655082452769, 0.02431426185567402, 0.01562956360653003, 0.015078467895202702, 0.01397581064078943, 0.026053838592867924, 0.01250800771606828, 0.02137248278630973, 0.018864747927700678, 0.02259402943609699, 0.027387349351929453, 0.02002217827748885, 0.01266908658180914, 0.015960574336494268, 0.018929223327740365]"
doc_06576,MK7 & Mk7.5 details and specs,https://www.golfgtiforum.co.uk/index.php?topic=289264.0,1,1.0,2.0_TSI,2018,MK7.5,14000.0,high,high,1,6,"[1.0, 1.949345667108779e-308, 2.38708795795221e-308, 2.9997805392577023e-308, 2.270522724922065e-308, 5.178228258743491e-308, 2.636532906716396e-308, 1.2028309958874101e-307, 5.495408606781145e-308, 1.6493381096998234e-307, 4.887734023642962e-308, 2.7366314831449993e-308, 2.873792651935829e-308, 5.086532232575856e-308, 3.083872318017564e-308, 3.3613039763431457e-308, 2.5857229408863625e-308, 5.127542613792153e-308, 2.33668825403262e-308, 6.438956900201108e-308, 5.496837192091936e-308, 3.737985910698029e-308, 1.3606626454134261e-307, 3.2095667798187906e-308, 2.680363722586584e-308, 2.897194392746318e-308, 4.149592624379108e-308]"
doc_06577,Mk 7.5 GTI PP Road Noise?,https://www.golfgtiforum.co.uk/index.php?topic=289269.0,2,0.18647827062035757,2.0_TSI,,MK7.5,,none,high,2,5,"[0.013156569610896446, 0.18647827062035757, 0.016407098611269023, 0.013272061808400968, 0.025117850712901364, 0.017275813118545758, 0.015223381961657652, 0.012906980436354402, 0.01303450150985681, 0.014294594148579087, 0.01335885792329729, 0.013717125348922065, 0.013609401189933236, 0.015181522500068996, 0.014864696990050509, 0.014274954990803328, 0.017034851493981904, 0.024121329272452374, 0.016708027189327075, 0.011035062601478789, 0.01485847486765233, 0.013816947760977897, 0.012298954177779457, 0.012897453537247677, 0.013917355123867436, 0.020327969299314668, 0.01490866983807419]"
doc_06580,parking brake binding,https://www.golfgtiforum.co.uk/index.php?topic=289294.0,24,1.0,unknown,,unknown,,none,high,1,1,"[2.873245037522748e-308, 2.036233998960069e-308, 2.2450643892764063e-308, 2.092891237790148e-308, 1.870189919464577e-308, 3.7951417931064894e-308, 2.9666602672516205e-308, 2.5783575698799704e-308, 5.305661317896364e-308, 2.8927824659843526e-308, 9.562863020582765e-308, 4.832042894158227e-308, 2.5976216889148313e-308, 3.845080083686383e-308, 3.2095854791008873e-308, 2.4470390675955e-308, 1.913366093476847e-308, 2.847568589066346e-308, 1.8418566789746707e-308, 3.475596927860681e-308, 2.5221240845039526e-308, 1.7624191657927802e-307, 3.339032037415635e-308, 1.0, 2.199117329211118e-308, 2.161240444494257e-308, 3.125959343777599e-308]"
doc_06582,7.5 GTi DSG holding onto 2nd gear after cold start,https://www.golfgtiforum.co.uk/index.php?topic=289305.0,22,1.0,2.0_TSI,2019,MK7.5,,none,medium,0,3,"[3.610598878220165e-308, 2.1157742728878003e-308, 2.4765314177696357e-308, 2.3398962855563225e-308, 1.9598728554238137e-308, 4.28805232963554e-308, 3.6605816139776567e-308, 3.144461076681353e-308, 6.341886207481517e-308, 3.5335924556699056e-308, 2.3818126714239956e-307, 6.809121471580675e-308, 3.169033713450284e-308, 5.647775550077242e-308, 4.2973155847930887e-308, 3.129665044251848e-308, 2.0438085184463453e-308, 3.4906483935124956e-308, 1.978086665097622e-308, 3.8876276112357813e-308, 3.0621549896725243e-308, 1.0, 3.930660992331028e-308, 1.5312856524405193e-307, 2.4419488358873297e-308, 2.3839081674406396e-308, 4.2683329416944685e-308]"
doc_06585,Racingline R600 Coolant Re-route Hose Clicking,https://www.golfgtiforum.co.uk/index.php?topic=289312.0,2,1.0,unknown,,unknown,,none,medium,0,1,"[2.017423554364723e-308, 1.0, 2.7215394538092465e-308, 2.0838591067210115e-308, 3.3367007155996116e-308, 2.5794527239102783e-308, 2.4806677814522863e-308, 1.957647023782035e-308, 1.973838059696351e-308, 2.1321989240092497e-308, 2.0675864962684097e-308, 2.2023819665422303e-308, 2.2373359926373724e-308, 2.3633874287365045e-308, 2.379637819090579e-308, 2.245491591140959e-308, 2.3962812502871217e-308, 3.7156254156891908e-308, 2.3699148943202934e-308, 1.689484348852678e-308, 2.2610225716664846e-308, 2.1551985144854974e-308, 1.8633227675053757e-308, 2.011498306285664e-308, 2.2283428714654603e-308, 2.827297902740245e-308, 2.3424776346860124e-308]"
doc_06586,CSS v GT4,https://www.golfgtiforum.co.uk/index.php?topic=289277.0,5,0.0036567938140538133,2.0_TSI,2016,unknown,40000.0,high,medium,0,8,"[0.05343818176035693, 0.0026687312409058883, 0.0034508441685549758, 0.00463172027114814, 0.0036567938140538133, 0.007495678919289172, 0.0038637509121306076, 0.021648532558636975, 0.01000012748307347, 0.024900743157121145, 0.007713965810473894, 0.0036490643272669883, 0.00347791881643016, 0.006768632331732029, 0.004455997068175876, 0.004718590774138637, 0.004364477035964105, 0.007505017092955597, 0.0038615328626351543, 0.014105499298077613, 0.008988685235645204, 0.005735554322274618, 0.04994126309267833, 0.005141931286937538, 0.004148530457197586, 0.0046699966232304395, 0.005655427430414157]"
doc_06587,when do you replace your tyres?,https://www.golfgtiforum.co.uk/index.php?topic=289237.0,19,1.0,2.0_TSI,,unknown,17000.0,high,high,2,17,"[2.5751217036105016e-308, 2.50659342022987e-308, 2.0711548989238297e-308, 2.2613263813476587e-308, 6.018813349231957e-308, 2.428845482336106e-308, 2.0825849830548216e-308, 2.670566854998365e-308, 2.26030350046872e-308, 2.99037513939581e-308, 2.1316164017208284e-308, 1.9008543430123467e-308, 1.816805988654054e-308, 2.453175745459348e-308, 2.2259563532025035e-308, 2.4678417840992314e-308, 1.785470847718692e-307, 3.3937126868390855e-308, 1.0, 2.0915790640293927e-308, 2.8403817972225656e-308, 2.018229694854801e-308, 2.4876165615955585e-308, 1.8968400254585374e-308, 2.0578147660721414e-308, 2.434026491415927e-307, 2.386009761310344e-308]"
doc_06588,Bizarre,https://www.golfgtiforum.co.uk/index.php?topic=289315.0,21,1.0,unknown,,unknown,,none,high,2,8,"[6.932962531010044e-308, 2.286803501991506e-308, 5.051175466399825e-308, 9.673583052359078e-308, 3.0506433721972457e-308, 3.813917165448924e-308, 4.2684669578469983e-308, 9.93630988412673e-308, 3.8951241933786823e-308, 6.293125384450553e-308, 4.147133218285913e-308, 2.8250219436013134e-308, 3.072022401384967e-308, 5.956357817429733e-308, 4.423703275606517e-308, 4.95326742778066e-308, 3.2008772755355215e-308, 1.086913686180042e-307, 3.0347661489450403e-308, 4.749335341539849e-308, 1.0, 3.8805909684626885e-308, 5.947744372850296e-308, 3.3145590142271915e-308, 6.782322323792404e-308, 4.092392728536723e-308, 5.245250800004294e-308]"
doc_06591,Mannol oil,https://www.golfgtiforum.co.uk/index.php?topic=289320.0,25,1.0,2.0_TSI,2010,unknown,6000.0,high,high,2,12,"[2.963074583402725e-308, 2.0986819732543874e-308, 6.706963210106452e-308, 2.2105619756205162e-307, 2.3051115067492216e-308, 2.4178240932094554e-308, 3.2968713847031447e-308, 3.421154706924579e-308, 2.3583904069786584e-308, 2.7176780731639883e-308, 2.51836574605193e-308, 2.244833059240453e-308, 2.3332679124741383e-308, 3.081063835152806e-308, 2.956411898254982e-308, 2.772313136735383e-308, 2.1412932302849127e-308, 4.055224921335893e-308, 2.0768647470950336e-308, 2.7055515294161117e-308, 5.726112851815637e-308, 2.630645147003717e-308, 2.806799515169401e-308, 2.3245292145672686e-308, 1.0, 2.542621949687714e-308, 2.9112312423280314e-308]"
doc_06594,MKI to MKVII,https://www.golfgtiforum.co.uk/index.php?topic=289275.0,1,0.16623550714221155,2.0_TSI,2020,MK7,,none,high,0,11,"[0.16623550714221155, 0.012098306229937374, 0.0149099534701085, 0.020035672382873248, 0.015495780318084728, 0.030451859711645452, 0.015644751626535173, 0.08879536707108032, 0.03674565798075817, 0.08900650959587793, 0.028786756953654288, 0.015618478629347288, 0.01557142528763392, 0.026307406691065596, 0.017722311165945734, 0.018994370086677762, 0.017952058649016993, 0.030250557717356137, 0.015900356711470606, 0.053995889189340444, 0.03686485715616646, 0.022161129796323297, 0.13121941996476258, 0.020060503179896, 0.017792832324018872, 0.018998484475012702, 0.022383796493198854]"
doc_06595,Misting on dampers,https://www.golfgtiforum.co.uk/index.php?topic=289329.0,2,0.022452172320360515,unknown,,unknown,16000.0,high,medium,1,3,"[0.007421743711476529, 0.022452172320360515, 0.008889707594054917, 0.007484118814031642, 0.013212105523699356, 0.009563895033973702, 0.008073323262938272, 0.0073611274755806776, 0.007013450012196292, 0.008106721320245834, 0.007110476523092088, 0.007075779626564854, 0.00708641518107045, 0.008445730714007322, 0.007983474855675117, 0.007789632619487058, 0.009262311187255897, 0.015750239175840584, 0.008858327449038689, 0.005963699921361954, 0.00883481479181822, 0.007322306084412205, 0.006838194457279046, 0.006669356587231499, 0.007705290797498215, 0.012083007561311533, 0.008258475975773958]"
doc_06599,Collecting my second Clubsport S 4 years after selling the first,https://www.golfgtiforum.co.uk/index.php?topic=289316.0,1,0.13717251208675202,unknown,2016,MK8,6000.0,high,medium,0,6,"[0.13717251208675202, 0.01155791657516759, 0.014440098402642952, 0.019622354861096716, 0.016183186345365096, 0.02667610176399722, 0.015685453861115646, 0.09624164733575157, 0.033756595111588746, 0.09121597692986756, 0.02767542716684869, 0.014930674481302987, 0.014468408918101503, 0.02627261208569278, 0.018022005545170066, 0.019607703329325103, 0.020183556172026346, 0.03100728141729688, 0.017799823879664698, 0.04813238739120859, 0.0403501513349329, 0.02141007711299134, 0.11369690516086113, 0.019378160503752035, 0.01731513929619781, 0.021195093701096398, 0.022623025203251212]"
doc_06601,DSG problems - no drive power,https://www.golfgtiforum.co.uk/index.php?topic=289344.0,22,1.0,2.0_TDI,2016,unknown,,none,high,1,4,"[3.6028880364231556e-308, 2.1697228125126514e-308, 2.6438742372596563e-308, 2.5025958643785685e-308, 2.0310917235917925e-308, 4.326936919255743e-308, 3.7763964949536286e-308, 3.2409745106015866e-308, 6.447270323676673e-308, 3.5551072560932125e-308, 1.788079767793569e-307, 5.984873482200967e-308, 3.0560025957893386e-308, 5.338234893435414e-308, 4.187225567977503e-308, 3.077663834528539e-308, 2.0883627338342383e-308, 3.6564252948032984e-308, 2.014557726139403e-308, 4.1027469531209694e-308, 3.2412501682566987e-308, 1.0, 4.047622788113938e-308, 1.748361142605003e-307, 2.6338990589792755e-308, 2.4359650335324656e-308, 4.141429153876882e-308]"
doc_06603,Removing 7.5 PP rear calipers,https://www.golfgtiforum.co.uk/index.php?topic=289350.0,5,0.6460952385060823,unknown,,MK7.5,,none,high,0,6,"[0.008242449027348374, 0.013668531179672696, 0.00804613316670022, 0.008332343007975883, 0.6460952385060823, 0.009318310354910268, 0.007190835313393199, 0.008534391090183596, 0.007776551197420035, 0.009463132215437323, 0.00712307332474847, 0.006517660075708339, 0.006366147401901541, 0.007840800784059127, 0.007290822240674146, 0.007628296748433484, 0.021256854088831212, 0.011467195932849263, 0.018469342529642194, 0.007013544968014559, 0.009490285087084941, 0.007066545033836822, 0.007964659036467241, 0.00673554436596979, 0.007830098567551505, 0.022552983042448526, 0.007665589451806505]"
doc_06606,"VAQ Diff not working, Possible?",https://www.golfgtiforum.co.uk/index.php?topic=289328.0,4,0.1202917573826564,unknown,2014,MK7,17000.0,high,high,2,22,"[0.01322664842179229, 0.008807021818974014, 0.022885555723837225, 0.1202917573826564, 0.009887894591894285, 0.010378538613477168, 0.012718502341750804, 0.01569793338022318, 0.010218244253866022, 0.012017190764405146, 0.010762024805595767, 0.009506401231738126, 0.009839728927506, 0.012909384714757534, 0.011736776101500963, 0.011259025880510797, 0.009337840671603252, 0.017405365828663828, 0.008952391316093466, 0.012132757686056208, 0.02657524352711429, 0.010998508227351766, 0.012687416972870614, 0.009715026163468777, 0.10427517309671572, 0.01098857366507539, 0.011915298662261644]"
doc_06609,Big problem doing rear brakes,https://www.golfgtiforum.co.uk/index.php?topic=289370.0,5,0.41893763106065046,unknown,,unknown,,none,high,1,7,"[0.011391739431039024, 0.019596003514735547, 0.011264349108018348, 0.011576484426765173, 0.41893763106065046, 0.01297451820262136, 0.010076936572452405, 0.011813166883352917, 0.010787134035838813, 0.013096696794147409, 0.009910991390100574, 0.009121248063765111, 0.00891731512002073, 0.010939732942966502, 0.010210039518915285, 0.010668931781048276, 0.028726369321967978, 0.01594877627228503, 0.02530449472974808, 0.009708228067730765, 0.013174798762125952, 0.009854041718311835, 0.011022556807998926, 0.009388649763943527, 0.01091884781097023, 0.030860188524019647, 0.01071938392572244]"
doc_06610,Brake fluid conforming to VW 501 14,https://www.golfgtiforum.co.uk/index.php?topic=289377.0,5,0.4061583804665335,unknown,,unknown,,none,medium,0,3,"[0.009773237475232214, 0.01588651900942868, 0.009676394604017346, 0.010076826177431263, 0.4061583804665335, 0.01098501122969128, 0.008564098914347701, 0.010197740444798094, 0.009210868516497973, 0.01121390610532871, 0.008448630868041544, 0.007712652806907924, 0.007526290425667028, 0.009303248276122816, 0.008665202437806122, 0.009049196241185746, 0.025005995861326978, 0.013752734665751951, 0.021752258402163605, 0.008357244864686414, 0.011429697394690318, 0.008392893534070224, 0.009480998143955897, 0.007985456272287306, 0.009449588976330733, 0.026948433079798207, 0.00909636138082522]"
doc_06611,Help! Please!,https://www.golfgtiforum.co.uk/index.php?topic=289381.0,7,0.08824860097056411,1.6_TDI,,MK7,2000.0,high,high,1,3,"[0.012128118738609412, 0.011173671321682201, 0.024636768314683515, 0.014423654421533998, 0.00913397974115104, 0.011665145035291357, 0.08824860097056411, 0.012085845127417463, 0.011038990946059273, 0.011300275105604227, 0.014886875891299434, 0.021390700656768676, 0.0192522763732444, 0.026029984846881668, 0.04590796220799638, 0.021104691281070065, 0.008817783414674435, 0.024034849719894055, 0.008931084105277366, 0.010171957426381014, 0.017165752610506433, 0.016616054643505677, 0.011000953814647734, 0.013220884427620408, 0.017624006197393426, 0.011514057262564303, 0.027036013296890444]"
doc_06612,Stage 2 clutch.,https://www.golfgtiforum.co.uk/index.php?topic=289345.0,24,1.0,2.0_TSI,,unknown,7000.0,high,high,0,14,"[2.9438274166068565e-308, 2.0574467725683136e-308, 2.24068125819152e-308, 2.1217876354820553e-308, 1.9192297187057667e-308, 4.0481927821205803e-308, 2.8753496134615934e-308, 2.6420309154075575e-308, 5.81447605163608e-308, 2.9976235125494273e-308, 9.371995968089907e-308, 4.443229085224502e-308, 2.523299222269056e-308, 3.761681375580512e-308, 3.091107172620873e-308, 2.405840891673458e-308, 1.9618854702511704e-308, 2.896237481193448e-308, 1.8764745750499523e-308, 3.6719953326345436e-308, 2.557116676905051e-308, 1.5758894199718064e-307, 3.4994283251034336e-308, 1.0, 2.213130067155656e-308, 2.2014760299770514e-308, 3.0592827464696014e-308]"
doc_06616,"Discs and pads replacement for 2016 GTI, OEM or other?",https://www.golfgtiforum.co.uk/index.php?topic=289376.0,5,1.0,2.0_TSI,2016,unknown,,none,high,2,10,"[2.385820748563614e-308, 3.528418622144195e-308, 2.2579864945939355e-308, 2.396463794870788e-308, 1.0, 2.631037186902843e-308, 2.0063282677321957e-308, 2.472657684025188e-308, 2.225579557939805e-308, 2.7322496246137284e-308, 2.0237774767238174e-308, 1.8189934950284545e-308, 1.77017212390162e-308, 2.213896502153826e-308, 2.0373013901915694e-308, 2.137828087590502e-308, 6.572400529005497e-308, 3.291849265675817e-308, 5.467391019641875e-308, 2.025243308193715e-308, 2.739785074401189e-308, 1.99583180940985e-308, 2.3028559318129474e-308, 1.9011331421749337e-308, 2.233332730565387e-308, 6.8049742847254e-308, 2.1501443642058184e-308]"
doc_06618,Clutch pedal annoyance,https://www.golfgtiforum.co.uk/index.php?topic=289394.0,24,1.0,unknown,,unknown,,none,medium,0,3,"[2.837972016329416e-308, 2.027746729142177e-308, 2.22932024119064e-308, 2.079254622235695e-308, 1.8630634366265153e-308, 3.7629023013597214e-308, 2.934011473538708e-308, 2.5515197401121384e-308, 5.244524218251699e-308, 2.861564371618726e-308, 9.131169442326942e-308, 4.730864637249876e-308, 2.5640453744140073e-308, 3.766898474916693e-308, 3.160970727046526e-308, 2.4165405507275763e-308, 1.9038535483888536e-308, 2.813427611549977e-308, 1.83248350508824e-308, 3.4531085993512714e-308, 2.496546784170407e-308, 1.6276098867095528e-307, 3.306403182532245e-308, 1.0, 2.185706474906999e-308, 2.1456934350772455e-308, 3.074960272922651e-308]"
doc_06619,Help - DIY front suspension creaking,https://www.golfgtiforum.co.uk/index.php?topic=289403.0,2,1.0,2.0_TSI,2024,MK8,,none,high,2,5,"[2.038112615355947e-308, 1.0, 2.6433020000647726e-308, 2.0919576281713376e-308, 3.667110963242077e-308, 2.611136281517204e-308, 2.3957142837905276e-308, 1.988194198909419e-308, 1.989030070330952e-308, 2.1764369324878993e-308, 2.04997924566823e-308, 2.1403264536183007e-308, 2.1725726028090047e-308, 2.333650536108161e-308, 2.3173289269584347e-308, 2.225406689133232e-308, 2.53794828717286e-308, 3.688106068178746e-308, 2.4964994177343506e-308, 1.705041794476533e-308, 2.286441495845916e-308, 2.122870788034338e-308, 1.8894882608836054e-308, 1.987362106263695e-308, 2.2080577766292305e-308, 2.973991880288146e-308, 2.3112239856306897e-308]"
